,Kernel,Kernel_iterations,warps_per_thread_block,right_matrices_per_thread,rows_per_thread,distribution_type,num_cuda_streams,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
6,39613,3762,8,1,1,none,20,multimat-right,8_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
7,39551,3785,8,1,1,none,20,multimat-right,8_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
8,39627,3760,8,1,1,none,20,multimat-right,8_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
9,39592,3786,8,1,1,none,20,multimat-right,8_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
0,43251,3414,8,2,1,none,20,multimat-right,8_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
1,43237,3455,8,2,1,none,20,multimat-right,8_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
2,43094,3448,8,2,1,none,20,multimat-right,8_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
3,43288,3449,8,2,1,none,20,multimat-right,8_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
4,43144,3449,8,2,1,none,20,multimat-right,8_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
5,43144,3474,8,2,1,none,20,multimat-right,8_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
6,43319,3469,8,2,1,none,20,multimat-right,8_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
7,43157,3471,8,2,1,none,20,multimat-right,8_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
8,43248,3463,8,2,1,none,20,multimat-right,8_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
