,Forward FFT,Forward FFT_iterations,Hadamard,Hadamard_iterations,Inverse FFT,Inverse FFT_iterations,Allocation,Allocation_iterations,Plan,Plan_iterations,hadamard_threads_per_block,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
6,9802,16020,1989,75063,9334,16829,79758,1,4109180,1,256,fft,,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
7,9803,16022,1990,75021,9336,16823,80380,1,3291297,1,256,fft,,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
8,9802,16019,1987,75059,9341,16817,79746,1,3463146,1,256,fft,,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
9,9801,16020,1989,75048,9338,16824,224088,1,5510035,1,256,fft,,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
10,9796,16029,1988,75028,9337,16821,86256,1,5385584,1,256,fft,,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
11,9804,16018,1990,75040,9343,16813,80859,1,4986575,1,256,fft,,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
12,9799,16021,1989,75055,9344,16808,242914,1,6211150,1,256,fft,,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
13,9800,16022,1989,75044,9349,16804,226577,1,6270089,1,256,fft,,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
14,9800,16026,1986,75048,9346,16807,228331,1,5183910,1,256,fft,,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
15,9803,16020,1989,75059,9339,16832,80777,1,5446011,1,256,fft,,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
16,9797,16024,1990,75051,9344,16835,79584,1,4576158,1,256,fft,,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
17,9800,16026,1988,75063,9340,16808,80587,1,6037593,1,256,fft,,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
18,9800,16023,1988,75025,9346,16805,82371,1,6629104,1,256,fft,,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
19,9797,16025,1987,75028,9345,16813,82075,1,6395586,1,256,fft,,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,9643,16286,2150,69612,8676,18123,109642,1,7214880,1,256,fft,,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
1,9653,16274,2150,69646,8654,18166,91757,1,3314999,1,256,fft,,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
2,9652,16264,2150,69659,8658,18183,81102,1,4577928,1,256,fft,,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
3,9654,16258,2149,69669,8658,18163,83692,1,4920022,1,256,fft,,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
4,9654,16265,2148,69639,8658,18141,81214,1,4138130,1,256,fft,,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
5,9652,16260,2148,69682,8661,18175,240773,1,5001023,1,256,fft,,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
6,9649,16273,2147,69612,8646,18182,236966,1,4422943,1,256,fft,,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
7,9654,16260,2148,69655,8645,18194,78340,1,4303898,1,256,fft,,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
8,9655,16262,2148,69679,8652,18157,81049,1,4142445,1,256,fft,,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
9,9641,16275,2147,69679,8643,18184,226858,1,4459297,1,256,fft,,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
10,9641,16277,2148,69675,8645,18183,79987,1,4881318,1,256,fft,,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
11,9655,16261,2147,69579,8644,18198,237989,1,4810742,1,256,fft,,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
12,9656,16256,2147,69665,8652,18149,237519,1,4467702,1,256,fft,,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
13,9655,16260,2148,69665,8651,18161,223161,1,4580983,1,256,fft,,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
14,9642,16277,2149,69712,8667,18142,82476,1,3930930,1,256,fft,,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
15,9633,16292,2148,69652,8652,18155,81738,1,4108454,1,256,fft,,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
16,9650,16265,2148,69652,8666,18173,80774,1,4281707,1,256,fft,,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
17,9648,16265,2147,69692,8648,18157,82035,1,4607736,1,256,fft,,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
18,9656,16265,2147,69652,8653,18175,81083,1,5108244,1,256,fft,,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
19,9643,16275,2148,69652,8656,18163,133000,1,5207378,1,256,fft,,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
0,12542,10000,2406,62162,10446,10000,161921,1,7537915,1,256,fft,,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
1,12539,10000,2403,62178,10449,10000,125458,1,4635321,1,256,fft,,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
2,12540,10000,2405,62165,10458,10000,134283,1,4354799,1,256,fft,,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
3,12539,10000,2403,62136,10450,10000,122896,1,4976278,1,256,fft,,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
4,12539,10000,2404,62152,10451,10000,133704,1,4731314,1,256,fft,,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
5,12532,10000,2403,62128,10456,10000,120968,1,3438384,1,256,fft,,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
6,12539,10000,2403,62168,10452,10000,130304,1,4031293,1,256,fft,,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
7,12534,10000,2403,62139,10448,10000,120978,1,3263224,1,256,fft,,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
8,12542,10000,2403,62123,10458,10000,132239,1,4685663,1,256,fft,,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
9,12538,10000,2403,62157,10442,10000,123285,1,4805015,1,256,fft,,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
10,12534,10000,2403,62152,10451,10000,135635,1,4496981,1,256,fft,,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
11,12537,10000,2403,62160,10461,10000,119059,1,4161058,1,256,fft,,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
12,12539,10000,2403,62073,10457,10000,132318,1,4225703,1,256,fft,,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
13,12540,10000,2406,62136,10457,10000,122603,1,4510518,1,256,fft,,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
14,12539,10000,2405,62168,10448,10000,131072,1,4037782,1,256,fft,,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
15,12538,10000,2406,62125,10460,10000,131076,1,4228596,1,256,fft,,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
16,12546,10000,2403,62104,10453,10000,134266,1,4097541,1,256,fft,,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
17,12539,10000,2406,62104,10456,10000,122661,1,4310108,1,256,fft,,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
18,12541,10000,2403,62125,10460,10000,130388,1,4782674,1,256,fft,,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
19,12536,10000,2403,62128,10455,10000,123059,1,4017746,1,256,fft,,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
0,16255,10000,2793,53756,14060,10000,188098,1,8657669,1,256,fft,,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
1,16257,10000,2789,53707,14099,10000,197380,1,4348358,1,256,fft,,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
2,16263,10000,2789,53729,14082,10000,193214,1,5269696,1,256,fft,,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
