,Kernel,Kernel_iterations,warps_per_thread_block,left_matrices_per_thread,right_matrices_per_thread,rows_per_thread,distribution_type,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
5,1167543,1304,8,4,4,1,none,multimat-both,8_4_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
6,1167499,1304,8,4,4,1,none,multimat-both,8_4_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
7,1167617,1306,8,4,4,1,none,multimat-both,8_4_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
8,1167982,1302,8,4,4,1,none,multimat-both,8_4_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
9,1167529,1300,8,4,4,1,none,multimat-both,8_4_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
0,28814934,53,4,1,1,1,none,multimat-both,4_1_1,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
1,28814916,53,4,1,1,1,none,multimat-both,4_1_1,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
2,28807168,53,4,1,1,1,none,multimat-both,4_1_1,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
3,28824131,53,4,1,1,1,none,multimat-both,4_1_1,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
4,28822044,53,4,1,1,1,none,multimat-both,4_1_1,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
5,29044579,52,4,1,1,1,none,multimat-both,4_1_1,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
6,29086854,53,4,1,1,1,none,multimat-both,4_1_1,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
7,29104600,52,4,1,1,1,none,multimat-both,4_1_1,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
8,29104384,52,4,1,1,1,none,multimat-both,4_1_1,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
9,29089173,53,4,1,1,1,none,multimat-both,4_1_1,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
0,21810874,69,4,1,2,1,none,multimat-both,4_1_2,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
1,21799589,71,4,1,2,1,none,multimat-both,4_1_2,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
2,21799026,72,4,1,2,1,none,multimat-both,4_1_2,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
3,21797483,71,4,1,2,1,none,multimat-both,4_1_2,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
4,21810799,69,4,1,2,1,none,multimat-both,4_1_2,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
5,21796210,72,4,1,2,1,none,multimat-both,4_1_2,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
6,21810354,69,4,1,2,1,none,multimat-both,4_1_2,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
7,21810042,69,4,1,2,1,none,multimat-both,4_1_2,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
8,21824383,72,4,1,2,1,none,multimat-both,4_1_2,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
9,21815022,71,4,1,2,1,none,multimat-both,4_1_2,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
0,16226612,93,4,1,4,1,none,multimat-both,4_1_4,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
