,Kernel,Kernel_iterations,warps_per_thread_block,left_matrices_per_thread,right_matrices_per_thread,rows_per_thread,distribution_type,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
8,7940,189059,4,1,2,8,rectangle,multimat-both-work-distribution,4_1_2_8_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,7953,188674,4,1,2,8,rectangle,multimat-both-work-distribution,4_1_2_8_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,7643,196246,4,1,2,8,triangle,multimat-both-work-distribution,4_1_2_8_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,7643,196250,4,1,2,8,triangle,multimat-both-work-distribution,4_1_2_8_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,7643,196247,4,1,2,8,triangle,multimat-both-work-distribution,4_1_2_8_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,7643,196245,4,1,2,8,triangle,multimat-both-work-distribution,4_1_2_8_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,7643,196247,4,1,2,8,triangle,multimat-both-work-distribution,4_1_2_8_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,7643,196250,4,1,2,8,triangle,multimat-both-work-distribution,4_1_2_8_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,7643,196247,4,1,2,8,triangle,multimat-both-work-distribution,4_1_2_8_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,7643,196250,4,1,2,8,triangle,multimat-both-work-distribution,4_1_2_8_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,7643,196247,4,1,2,8,triangle,multimat-both-work-distribution,4_1_2_8_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,7643,196247,4,1,2,8,triangle,multimat-both-work-distribution,4_1_2_8_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,13131,114223,4,1,2,16,rectangle,multimat-both-work-distribution,4_1_2_16_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,13135,114268,4,1,2,16,rectangle,multimat-both-work-distribution,4_1_2_16_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,13130,114300,4,1,2,16,rectangle,multimat-both-work-distribution,4_1_2_16_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,13136,114262,4,1,2,16,rectangle,multimat-both-work-distribution,4_1_2_16_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,13129,114297,4,1,2,16,rectangle,multimat-both-work-distribution,4_1_2_16_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,13135,114257,4,1,2,16,rectangle,multimat-both-work-distribution,4_1_2_16_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,13130,114334,4,1,2,16,rectangle,multimat-both-work-distribution,4_1_2_16_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,13136,114283,4,1,2,16,rectangle,multimat-both-work-distribution,4_1_2_16_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,13129,114281,4,1,2,16,rectangle,multimat-both-work-distribution,4_1_2_16_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,13135,114257,4,1,2,16,rectangle,multimat-both-work-distribution,4_1_2_16_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,13119,114364,4,1,2,16,triangle,multimat-both-work-distribution,4_1_2_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,13123,114396,4,1,2,16,triangle,multimat-both-work-distribution,4_1_2_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,13118,114404,4,1,2,16,triangle,multimat-both-work-distribution,4_1_2_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,13120,114409,4,1,2,16,triangle,multimat-both-work-distribution,4_1_2_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,13117,114459,4,1,2,16,triangle,multimat-both-work-distribution,4_1_2_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,13123,114395,4,1,2,16,triangle,multimat-both-work-distribution,4_1_2_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,13118,114430,4,1,2,16,triangle,multimat-both-work-distribution,4_1_2_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,13119,114376,4,1,2,16,triangle,multimat-both-work-distribution,4_1_2_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,13117,114402,4,1,2,16,triangle,multimat-both-work-distribution,4_1_2_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,13122,114414,4,1,2,16,triangle,multimat-both-work-distribution,4_1_2_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
