,Kernel,Kernel_iterations,warps_per_thread_block,shifts_per_thread_right_matrix,right_matrices_per_thread,left_rows_per_iteration,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
0,30406,49330,8,2,4,4,multimat-right-multirow-both,8_4_2_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,55715,26923,8,4,4,1,multimat-right-multirow-both,8_4_4_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,45867,32703,8,4,4,2,multimat-right-multirow-both,8_4_4_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,38522,38937,8,4,4,4,multimat-right-multirow-both,8_4_4_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,34461,43525,4,1,1,1,multimat-right-multirow-both,4_1_1_1,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,27094,55360,4,1,1,2,multimat-right-multirow-both,4_1_1_2,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,24021,62448,4,1,1,4,multimat-right-multirow-both,4_1_1_4,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,42790,35056,4,2,1,1,multimat-right-multirow-both,4_1_2_1,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,29702,50505,4,2,1,2,multimat-right-multirow-both,4_1_2_2,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,34234,43810,4,2,1,4,multimat-right-multirow-both,4_1_2_4,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,45477,32983,4,4,1,1,multimat-right-multirow-both,4_1_4_1,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,43616,34387,4,4,1,2,multimat-right-multirow-both,4_1_4_2,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,38358,39099,4,4,1,4,multimat-right-multirow-both,4_1_4_4,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,44012,34082,4,1,2,1,multimat-right-multirow-both,4_2_1_1,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,40229,37281,4,1,2,2,multimat-right-multirow-both,4_2_1_2,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,37899,39581,4,1,2,4,multimat-right-multirow-both,4_2_1_4,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,79436,18883,4,2,2,1,multimat-right-multirow-both,4_2_2_1,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,46136,32512,4,2,2,2,multimat-right-multirow-both,4_2_2_2,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,49338,30402,4,2,2,4,multimat-right-multirow-both,4_2_2_4,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,67503,22221,4,4,2,1,multimat-right-multirow-both,4_2_4_1,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,82970,18079,4,4,2,2,multimat-right-multirow-both,4_2_4_2,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,73014,20544,4,4,2,4,multimat-right-multirow-both,4_2_4_4,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,43746,34287,4,1,4,1,multimat-right-multirow-both,4_4_1_1,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,39018,38439,4,1,4,2,multimat-right-multirow-both,4_4_1_2,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,36097,41551,4,1,4,4,multimat-right-multirow-both,4_4_1_4,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,52506,28568,4,2,4,1,multimat-right-multirow-both,4_4_2_1,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,42958,34916,4,2,4,2,multimat-right-multirow-both,4_4_2_2,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,39554,37933,4,2,4,4,multimat-right-multirow-both,4_4_2_4,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,64462,23269,4,4,4,1,multimat-right-multirow-both,4_4_4_1,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,68596,21867,4,4,4,2,multimat-right-multirow-both,4_4_4_2,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,44573,33669,4,4,4,4,multimat-right-multirow-both,4_4_4_4,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,36080,41574,8,1,1,1,multimat-right-multirow-both,8_1_1_1,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,30235,49614,8,1,1,2,multimat-right-multirow-both,8_1_1_2,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,27389,54761,8,1,1,4,multimat-right-multirow-both,8_1_1_4,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,45008,33322,8,2,1,1,multimat-right-multirow-both,8_1_2_1,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,32793,45742,8,2,1,2,multimat-right-multirow-both,8_1_2_2,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,37179,40345,8,2,1,4,multimat-right-multirow-both,8_1_2_4,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,46296,32399,8,4,1,1,multimat-right-multirow-both,8_1_4_1,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,44626,33605,8,4,1,2,multimat-right-multirow-both,8_1_4_2,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,41215,36390,8,4,1,4,multimat-right-multirow-both,8_1_4_4,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,47711,31442,8,1,2,1,multimat-right-multirow-both,8_2_1_1,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,44543,33673,8,1,2,2,multimat-right-multirow-both,8_2_1_2,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,41950,35751,8,1,2,4,multimat-right-multirow-both,8_2_1_4,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,80676,18594,8,2,2,1,multimat-right-multirow-both,8_2_2_1,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,50575,29658,8,2,2,2,multimat-right-multirow-both,8_2_2_2,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,51778,28971,8,2,2,4,multimat-right-multirow-both,8_2_2_4,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,69778,21498,8,4,2,1,multimat-right-multirow-both,8_2_4_1,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,84387,17776,8,4,2,2,multimat-right-multirow-both,8_2_4_2,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,74232,20207,8,4,2,4,multimat-right-multirow-both,8_2_4_4,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
